19521001,政令,昭和二十七年政令第四百二十九号,警察官の職務に協力援助した者の災害給付に関する法律施行令
19521010,政令,昭和二十七年政令第四百三十五号,援護審査会令
19521020,政令,昭和二十七年政令第四百四十五号,農地法施行令
19521024,政令,昭和二十七年政令第四百四十六号,鹿児島県大島郡十島村の区域に関する法令の適用の経過措置に関する政令　抄
19521121,政令,昭和二十七年政令第四百六十一号,地方制度調査会令
19521129,政令,昭和二十七年政令第四百七十一号,気象業務法施行令
19521201,政令,昭和二十七年政令第四百七十三号,外務公務員法施行令
19521204,政令,昭和二十七年政令第四百七十九号,道路法施行令
19530131,政令,昭和二十八年政令第九号,昭和二十三年六月三十日以前に給与事由の生じた恩給の特別措置に関する法律の規定による恩給年額の改定期月を定める政令
19530206,政令,昭和二十八年政令第十六号,中小漁業融資保証法施行令
19530304,政令,昭和二十八年政令第二十八号,酒税の保全及び酒類業組合等に関する法律施行令
19530324,政令,昭和二十八年政令第四十号,農山漁村電気導入促進法施行令
19530331,政令,昭和二十八年政令第五十七号,麻薬及び向精神薬取締法施行令
19530401,政令,昭和二十八年政令第六十二号,海上保安官に協力援助した者等の災害給付に関する法律施行令
19530727,政令,昭和二十八年政令第百二十四号,消防施設強化促進法施行令
19530731,政令,昭和二十八年政令第百三十号,有線電気通信法施行令
19530731,政令,昭和二十八年政令第百三十一号,有線電気通信設備令
19530731,政令,昭和二十八年政令第百四十一号,貿易保険法施行令
19530801,政令,昭和二十八年政令第百四十八号,金管理法施行令
19530808,政令,昭和二十八年政令第百七十三号,農地法による不動産登記に関する政令
19530813,政令,昭和二十八年政令第百八十八号,臨時船舶建造調整法施行令
19530814,政令,昭和二十八年政令第百九十号,社会保険審査官及び社会保険審査会法施行令
19530815,政令,昭和二十八年政令第百九十八号,武器等製造法施行令
19530818,政令,昭和二十八年政令第二百一号,国の援助等を必要とする帰国者に関する領事官の職務等に関する法律施行令
19530824,政令,昭和二十八年政令第二百十一号,未帰還者留守家族等援護法施行令
19530825,政令,昭和二十八年政令第二百十五号,国家公務員退職手当法施行令
19530825,政令,昭和二十八年政令第二百十六号,と畜場法施行令
19530831,政令,昭和二十八年政令第二百二十九号,食品衛生法施行令
19530831,政令,昭和二十八年政令第二百三十一号,栄養士法施行令
19530831,政令,昭和二十八年政令第二百三十二号,理容師法施行令
19530831,政令,昭和二十八年政令第二百三十三号,クリーニング業法施行令
19530831,政令,昭和二十八年政令第二百三十五号,家畜伝染病予防法施行令
19530831,政令,昭和二十八年政令第二百三十六号,狂犬病予防法施行令
19530831,政令,昭和二十八年政令第二百三十七号,水難救護法施行令
19530831,政令,昭和二十八年政令第二百四十号,船員保険法施行令
19530831,政令,昭和二十八年政令第二百四十二号,職業安定法施行令
19530831,政令,昭和二十八年政令第二百五十号,輸出入取引審議会令
19530831,政令,昭和二十八年政令第二百五十二号,家畜商法施行令
19530831,政令,昭和二十八年政令第二百五十五号,小型自動車競走法施行令
19530831,政令,昭和二十八年政令第二百五十六号,モーターボート競走法施行令
19530831,政令,昭和二十八年政令第二百五十七号,軌道法に規定する国土交通大臣の権限に属する事務で都道府県が処理するもの等を定める政令
19530831,政令,昭和二十八年政令第二百五十八号,軌道法施行令
19530831,政令,昭和二十八年政令第二百五十九号,小型漁船の総トン数の測度に関する政令
19530831,政令,昭和二十八年政令第二百六十号,船員法第百四条第一項の規定により市町村が処理する事務に関する政令
19530901,政令,昭和二十八年政令第二百六十四号,私的独占の禁止及び公正取引の確保に関する法律第四十七条第二項の審査官の指定に関する政令
19530907,政令,昭和二十八年政令第二百七十一号,信用保証協会法施行令
19530915,政令,昭和二十八年政令第二百八十号,港湾整備促進法施行令
19530917,政令,昭和二十八年政令第二百八十五号,日本国とアメリカ合衆国との間の相互協力及び安全保障条約第六条に基づく施設及び区域並びに日本国における合衆国軍隊の地位に関する協定の実施に伴う国有の財産の管理に関する法律施行令
19530925,政令,昭和二十八年政令第二百九十六号,航空機登録令
